StudentID,Name,Gender,Age,Grade,Major,Teacher
870,Austin Cook,Female,22,63.14,Physics,Frank Brown
871,Alicia Jordan,Female,20,51.24,Mathematics,Susan Ward
872,Martha Sandoval,Male,22,97.97,Engineering,
873,Jason Burton,Male,19,52.58,Computer Science,Dana Chavez
874,Margaret Nash,Female,20,67.45,Computer Science,Shannon Craig
875,Melissa Mann,Female,22,83.19,Physics,Ernest Perez
876,Tami Knox,Male,18,66.1,Chemistry,Teresa Burnett
877,David Peterson,Male,19,50.37,Physics,Christian Brown
878,Erin Lewis,Female,23,62.03,Engineering,Michael Lin
879,Teresa Velazquez,Male,18,85.73,Mathematics,Shane Reynolds
880,Lance Wall,Male,20,68.91,Mathematics,
881,Connie Odom,Male,19,91.01,Chemistry,Ashley Bell
882,Jamie Thomas,Female,20,86.95,Physics,Bryan Preston
883,Debra Gillespie,Female,21,79.3,Biology,Robin King
884,Thomas Owens,Male,19,54.72,Mathematics,Diane Jacobs
885,Suzanne Rivera,Female,20,99.1,Biology,Joe Fox
886,Aaron Smith,Male,18,76.03,Physics,Michael Jackson
887,Jacob Curry,Female,20,63.01,Physics,Richard Sloan
888,Daniel Martinez,Male,22,80.11,Biology,Michelle Turner
889,Rita Woodard,Male,24,85.34,Chemistry,Christopher Torres
890,Nancy Henderson,Male,22,73.38,Biology,Pamela Shelton
891,Danielle Herman,Male,18,82.09,Engineering,Frank Williams
892,Dana Patton,Female,20,55.4,Biology,Aaron Mejia
893,Jeremiah Odonnell,Female,19,93.7,Biology,
894,Richard Miller,Female,18,84.04,Chemistry,Eric Woods
895,Julia Johnston,Female,20,88.65,Engineering,James Rose
896,Cody Harris,Male,21,55.69,Physics,Michael Ferguson
897,Susan Mueller,Male,22,75.97,Engineering,Mrs. Suzanne Wilcox
898,Alan Baldwin,Male,18,84.63,Biology,Cassandra Walters
899,Cathy Casey,Male,20,76.11,Computer Science,Michael Wolf
900,Marvin English,Female,21,54.96,Physics,Angela Thomas
901,Melissa Castro,Female,22,53.03,Chemistry,Anthony Mills
902,Deborah Vega,Male,21,80.8,Physics,
903,David Bowen,Female,23,89.84,Chemistry,
904,Nicole Smith,Female,24,99.83,Biology,Kathleen Hughes
905,Michael King,Female,18,78.41,Engineering,Jamie Lewis
906,Michael Alvarez,Female,20,61.47,Engineering,Lisa Burns
907,Joseph Jenkins,Male,21,70.25,Engineering,Samantha Foster
908,Julie Thompson,Male,24,55.33,Computer Science,Kristi Cochran
909,Sergio Carlson,Male,21,70.69,Engineering,Austin Young
910,Dr. Jimmy Meyer Jr.,Male,21,92.01,Engineering,Tiffany Gilmore
911,Jeffrey Tran,Female,19,69.51,Mathematics,Jack Smith
912,William White,Male,24,52.59,Biology,Bethany Gay
913,Terry Turner,Male,21,58.3,Engineering,Jill Terrell
914,Peggy Love,Male,20,83.48,Computer Science,Jeffrey Hansen
915,Stephanie White,Male,20,84.56,Engineering,Catherine Rodriguez
916,Katherine Dunn,Female,20,59.9,Chemistry,Michael Pierce
917,Troy Love,Female,24,90.51,Biology,Yvonne Ross
918,Julie Johnson,Female,22,64.04,Chemistry,Joshua Parks
919,David Holmes,Female,21,77.79,Engineering,Dwayne Bryan
920,Kristen Davis,Female,24,65.39,Biology,Juan Ryan
921,Jessica Conrad,Male,18,84.66,Biology,Donald Jones
922,Ann Fuller,Female,B,68.78,Biology,Crystal Vargas
923,Ernest Gallegos,Female,D,88.09,Physics,Melissa Moore
924,Laura Bautista,Female,19,74.17,Mathematics,Michaela Johnson
925,Thomas Ray,Female,20,82.01,Mathematics,David Gordon
926,Samantha Lee,Male,19,96.3,Engineering,Karla Green
927,Kristin Hall,Male,22,A,Mathematics,Joseph West
928,Keith Johnson Jr.,Female,24,77.53,Biology,
929,Stacey Luna,Male,19,59.46,Physics,April Gross
930,Ricky Hayes,Male,22,84.67,Mathematics,Nicole Medina
931,Steven Scott,Female,23,60.64,Mathematics,Angel Conley
932,Julie Rice,Female,24,84.5,Physics,Lisa Evans
933,Dr. Janet Lang,Male,19,96.16,Chemistry,Lisa Hill
934,Kim Russell,Male,20,97.07,Engineering,Megan Rivera
935,Kelly Atkinson,Male,24,90.09,Biology,Kimberly Booth
936,William Woods,Female,23,76.96,Computer Science,Kimberly Martinez
937,Thomas King DVM,Female,24,B,Physics,Diane Lamb
938,Meredith Santos,Male,B,72.89,Chemistry,Allen Herrera
939,Wendy Collins,Female,24,68.85,Computer Science,Jennifer Tucker
940,Vanessa Barnes,Male,21,85.12,Engineering,Roy Johnson
941,David Bond,Female,20,60.37,Chemistry,Kimberly Wright
942,Jordan Roberts,Female,23,53.71,Engineering,
943,Troy Black,Male,24,68.3,Mathematics,Robin Martinez
944,Kristi Shaffer,Male,20,67.03,Physics,
945,Frederick Graham,Male,20,56.03,Engineering,
946,Cindy Terry,Male,21,92.73,Physics,Wayne Young
947,Melissa Tanner,Male,20,83.41,Physics,Paul Davis
948,Robert Olsen,Male,B,C,Computer Science,Richard Ferguson
949,Alexander Vaughn,Male,23,77.01,Chemistry,Elizabeth Romero
950,Joann Bush,Female,19,57.69,Biology,Matthew Le
951,Marilyn Robinson,Female,21,75.56,Chemistry,Gregory Dawson
952,Matthew Terry,Female,18,B,Computer Science,Stephanie Wall
953,Cathy Kim,Male,23,70.65,Chemistry,Debra Rose
954,Elizabeth Gordon,Male,22,79.84,Biology,Lisa Stone
955,Matthew Knapp,Male,23,D,Computer Science,Margaret Rivers
956,Natalie Knapp,Female,21,78.88,Biology,Heather Rodriguez
957,Monica Young,Female,19,73.91,Chemistry,
958,Douglas Gilbert,Male,B,58.35,Physics,Michael Chan
959,Christopher Martinez,Male,24,62.08,Mathematics,Charlotte Burns
960,Cheryl Reyes,Male,22,94.7,Biology,
961,Jennifer Leon,Male,22,86.91,Mathematics,Joseph Cooper
962,Donald Gonzales,Female,23,99.14,Physics,Steve Hanna
963,Kathleen Lopez,Female,18,B,Biology,Jessica Edwards
964,Amy Lee,Male,20,65.83,Engineering,Matthew Lopez
965,Laura Hernandez,Female,19,97.96,Engineering,Ronald Jackson
966,Angel Simmons,Female,23,71.97,Chemistry,Kara Anderson
967,Frank Juarez,Male,24,80.22,Mathematics,Tina Hartman
968,Russell Powell,Female,22,78.49,Engineering,Charles Callahan
969,Marie Ramirez,Male,22,A,Chemistry,Tiffany Williams
970,Kathleen Gross,Female,19,86.56,Chemistry,Matthew Hobbs
971,Dr. Brian Mueller,Female,23,52.92,Chemistry,Sara Diaz
972,Austin Nolan,Male,24,76.9,Computer Science,Erika King
973,Jennifer Gutierrez,Male,A,77.63,Physics,Amy Robbins
974,James Smith,Female,18,60.09,Mathematics,Michele Hunt
975,Krista Johnston,Female,18,87.52,Biology,Tonya Thomas
976,Joseph Hart,Female,20,94.81,Chemistry,Douglas Howard
977,Patricia Chambers,Female,24,98.95,Biology,Beth Gaines
978,Timothy Guerra,Female,23,51.34,Engineering,Christopher Clark
979,Chad Hunter,Male,23,65.49,Physics,Angela Johnston
980,Yolanda Weeks,Female,23,96.24,Computer Science,Michelle Morales
981,David Sweeney,Male,21,52.53,Biology,Michael Scott
982,Michael Mccarty,Male,19,63.6,Chemistry,Phyllis Davies
983,Kendra Lawrence,Female,18,76.67,Physics,Caroline Santos
984,Sara Steele,Female,18,87.01,Chemistry,Taylor Williams
985,Robert Kelly,Male,18,61.4,Physics,Jake Brown
986,Michael Norman,Male,18,65.02,Biology,Bobby Henson
987,Timothy Cain,Female,24,59.73,Biology,Matthew Grant DDS
988,Christina Martinez,Male,A,72.15,Engineering,Colleen Kim
989,Adam Harvey,Female,22,75.22,Computer Science,Christopher Ramsey
990,Stacy Meyer,Male,23,94.96,Mathematics,Caleb Burns
991,Peter Ward,Female,18,88.54,Computer Science,Alexander Mitchell
992,Bryan Le,Female,23,85.77,Chemistry,Alyssa Sanders
993,David Gonzalez DDS,Male,20,78.63,Chemistry,Rebecca Roberts
994,Kenneth Chapman,Female,24,66.43,Engineering,Corey Peterson
995,Joseph Thomas,Female,21,53.5,Computer Science,Jessica Krause
996,Donna Hendricks,Male,23,62.94,Physics,
997,Jessica Lopez,Female,22,59.73,Computer Science,Brianna Perez
998,Mike Johnson,Male,21,61.39,Physics,Samantha Anderson
999,Eric Mccarthy,Female,22,61.34,Biology,Amanda Hahn
1000,Mary Cruz,Female,23,71.53,Biology,
1001,Carolyn Oneal,Female,22,69.04,Chemistry,Joel Ramirez
1002,Amanda Mccarty,Female,22,66.85,Mathematics,
1003,Angela Johnson,Female,20,94.06,Chemistry,Tara Griffith
1004,Sarah Tanner,Male,19,60.14,Computer Science,Joshua Galloway
1005,Tiffany Hays,Female,21,58.18,Physics,Mary Lambert PhD
1006,James Benson,Male,22,53.8,Mathematics,Tiffany Stewart
1007,James Smith,Male,24,96.24,Mathematics,Natalie Davis
1008,Jasmine Martinez,Male,22,59.72,Engineering,Shawn Wood
1009,Mitchell Cameron,Male,A,78.61,Biology,Daniel Marshall
1010,Austin Powers,Male,23,68.69,Mathematics,Anthony Weaver
1011,David Harris,Female,18,77.76,Computer Science,
1012,Robert Tucker,Female,20,82.13,Chemistry,Sarah Anderson
1013,Diane Hughes,Male,22,92.0,Physics,Tamara Cantrell
1014,Tyler Castillo,Male,21,75.36,Biology,Rebecca Roberts
1015,Nicole Torres,Female,23,66.36,Computer Science,David Hughes
1016,Steven Dominguez,Female,21,59.05,Chemistry,Sean Brown
1017,Jessica Williams,Female,18,80.34,Physics,Kimberly Vega
1018,Kellie Wells,Male,18,56.6,Chemistry,Michelle Bond
1019,Jennifer Schwartz,Female,19,92.79,Chemistry,Christopher Clark
1020,Jason Ryan,Male,22,51.39,Biology,
1021,Melissa Sims,Male,22,92.26,Physics,Damon Miller
1022,Jerry Martin,Female,23,60.96,Chemistry,John Mcdonald
1023,Brittany Marquez,Female,18,74.39,Mathematics,Thomas Davis
1024,Tina Gonzales,Male,24,86.53,Computer Science,Andrea Perez
1025,Tammy Wilson,Female,18,89.21,Computer Science,William Thompson
1026,Bradley Scott,Male,18,70.09,Biology,Mark Parker
1027,Monique Martinez,Female,19,74.97,Engineering,Steven Brooks
1028,David Thomas,Female,23,51.48,Mathematics,
1029,Ashley Harris,Female,19,67.2,Physics,Destiny York
1030,Michael Michael,Female,19,63.08,Computer Science,Donald Clark
1031,Daniel York,Female,22,69.5,Mathematics,
1032,April Davis,Female,24,65.04,Chemistry,Lori Powell
1033,Penny Chandler,Female,24,57.99,Engineering,Luis Johnson
1034,Brandon Caldwell,Male,24,97.09,Biology,Troy Oconnell
1035,Aaron Brown,Female,19,71.46,Computer Science,Wayne Smith
1036,Alejandro Rivers,Male,22,81.89,Engineering,Brandon Bender
1037,Leah Myers,Female,18,96.34,Computer Science,Melanie Hubbard
1038,Heather Ramsey,Female,22,78.62,Mathematics,Randy Jordan
1039,Kenneth Jones,Male,24,56.35,Engineering,Kari Burke
1040,Sarah Wood,Male,21,A,Physics,Tina Smith MD
1041,Jessica Rush,Female,24,88.73,Computer Science,Kenneth Smith
1042,Pamela Mccormick,Male,23,70.23,Chemistry,Johnny Rodriguez
1043,Jordan Lambert,Male,24,76.97,Chemistry,
1044,Andrew Smith,Male,20,71.24,Physics,Jason Gamble
1045,Amber Wilson,Male,24,61.21,Chemistry,Angela Mendez
1046,Christopher Hansen,Female,24,88.15,Biology,Brittany Stevens
1047,Lauren Willis,Female,18,87.22,Chemistry,Kim Peters
1048,Brandon Butler,Female,21,82.35,Chemistry,Annette Trevino
1049,Raymond Thompson,Female,20,72.78,Computer Science,John Wong
1050,Angela Smith,Female,21,73.24,Mathematics,
1051,Lee Hogan,Male,24,64.92,Engineering,Diana Bradley
1052,Brooke Walton,Male,24,63.29,Chemistry,Shannon Pena
1053,Marcus Hernandez,Female,20,92.45,Mathematics,Tiffany Johnson
1054,Christina Delgado,Female,20,92.97,Physics,Samantha Freeman
1055,Randy Hamilton,Female,24,50.77,Computer Science,Vanessa Jones
1056,Adrian Burnett,Male,19,85.98,Biology,
1057,Shari Ross,Female,21,66.5,Physics,
1058,Kirsten Anderson,Male,23,95.97,Biology,Sean Harris
1059,Shawn Hoover,Male,21,62.11,Mathematics,Mike Chandler
1060,Jasmine Banks,Male,18,66.77,Physics,Jeffrey Jackson
1061,Anthony Esparza,Male,23,87.37,Mathematics,Steve Rodriguez
1062,Amy Gonzalez,Male,22,53.7,Biology,Mr. Frank Williams
1063,Billy Sandoval,Female,23,85.4,Chemistry,Patricia Williams
1064,Dr. Melanie Wood,Male,23,83.73,Mathematics,Zachary Wilkerson
1065,Michelle Doyle,Female,23,65.2,Engineering,Daniel Morgan
1066,Brittany Cox,Male,21,85.64,Chemistry,Casey Coleman
1067,Bradley Harris,Female,21,95.15,Chemistry,Donald Johnson
1068,Alan Randall,Male,18,90.2,Engineering,Carolyn Smith
1069,Zachary Craig,Male,18,75.89,Physics,
1070,Lisa Wilson,Male,19,56.62,Engineering,Debra Collins
1071,Dustin Travis,Male,23,94.62,Computer Science,
1072,Logan Harris,Male,22,74.49,Chemistry,Kelsey Mccoy
1073,Bryan Scott Jr.,Male,22,70.39,Physics,David Austin
1074,Joyce Harrison,Male,19,77.39,Physics,Daisy Nelson
1075,Heather Wagner,Female,23,60.68,Biology,Elaine Wright
1076,Kathleen Hicks,Female,23,66.81,Engineering,Ronald Griffith
1077,Sabrina Roberts,Female,23,86.78,Chemistry,Lori Morrison
1078,Marie Villarreal,Male,18,78.17,Mathematics,Mrs. Katherine Orozco
1079,Laurie Moore,Female,24,88.11,Biology,Candace Sutton
1080,Alyssa Armstrong,Male,C,88.1,Computer Science,Jerry Cook
1081,Mark Fitzgerald,Female,18,87.68,Computer Science,Elizabeth Wells
1082,Ronald Cowan,Male,24,57.21,Mathematics,Amanda Martinez
1083,Ashlee Robinson,Male,24,82.51,Physics,Maria Luna
1084,Carol Miller,Male,21,74.01,Chemistry,Nicholas Johnson
1085,Valerie Weber,Female,22,53.1,Computer Science,John Hayes
1086,Cheryl Webb,Male,22,91.75,Computer Science,David Oliver
1087,Elizabeth Castro,Male,20,60.99,Chemistry,Austin Edwards
1088,Matthew Campbell,Male,20,50.65,Engineering,
1089,Christopher Gates,Female,21,82.17,Chemistry,David Jones
1090,John Francis,Female,21,58.61,Chemistry,Ashley Sweeney
1091,Nathan Chan,Female,24,53.09,Engineering,Holly Rodriguez
1092,Lauren Nunez,Male,22,96.69,Engineering,Juan Gonzalez
1093,Steven Olson,Male,23,57.42,Chemistry,
1094,Anthony Mccoy,Male,20,76.0,Chemistry,Jessica Kelley
1095,Tony Murphy,Male,23,68.36,Biology,Jennifer Bailey
1096,Todd Solomon,Male,19,52.24,Mathematics,
1097,Tara Riley,Female,18,65.72,Biology,Andrew Spencer
1098,Adam Morgan,Male,22,67.52,Biology,Theresa Johnston
1099,Cynthia Brown,Male,19,74.67,Physics,William Mercer
1100,Vanessa Pruitt,Female,21,85.34,Chemistry,
1101,Robert Mathews,Female,18,100.0,Biology,Troy Hicks
1102,Thomas Pugh,Male,21,75.93,Chemistry,Ryan Mckee
1103,Lisa Jones,Male,20,B,Biology,Matthew Lucas
1104,Kristie Conner,Male,24,B,Physics,Danny Gray
1105,Robert Galvan,Female,23,79.68,Chemistry,Richard Wright
1106,Amanda Green,Female,19,56.95,Mathematics,Aaron Gonzales
1107,Carol Fleming,Female,24,78.54,Physics,Maureen Coleman
1108,Ronald Mosley,Female,24,63.03,Engineering,
1109,Sherry Reed,Male,23,63.7,Mathematics,Nicole Anderson
1110,Tiffany Greer,Female,24,71.69,Computer Science,Sarah Johnson
1111,Trevor James Jr.,Female,18,82.69,Computer Science,Travis Lamb
1112,Gabriel Mclaughlin,Male,A,80.87,Biology,Virginia Jones
1113,Dorothy Kelley,Female,21,65.31,Chemistry,Alexandra Schaefer
1114,David Benitez,Female,23,51.44,Chemistry,Kimberly Butler
1115,George Diaz,Male,22,B,Mathematics,Nathan Ferguson
1116,Sharon Stout MD,Male,D,72.64,Engineering,Gregory Archer
1117,Samantha Vaughn,Male,18,95.48,Chemistry,Stephanie Brown
1118,David Mann,Female,18,80.52,Computer Science,Ashley Bowers
1119,Joshua Gomez,Female,23,93.88,Engineering,Adrian Romero
1120,Lindsey Walsh,Female,20,79.7,Engineering,Ana Frank
1121,Joe Watkins,Male,19,72.16,Physics,Adam Miller
1122,Angela Black,Female,19,66.43,Mathematics,Rebecca Watson
1123,Christopher Davila,Male,24,98.5,Mathematics,Dwayne Powell
1124,Wanda Ho,Male,18,73.91,Mathematics,Troy Rice
1125,Nicole Chambers,Female,23,67.96,Computer Science,Adam Carroll
1126,Yesenia Jacobs,Female,19,95.39,Biology,Lisa Franco
1127,Marcus Thornton,Female,19,90.59,Mathematics,Mr. Ross Ramirez
1128,Alexis Brown,Male,18,79.44,Chemistry,Whitney Coleman
1129,Karen Green,Female,18,78.3,Chemistry,
1130,Patrick Walker,Female,21,74.87,Mathematics,Lawrence Mcdonald
1131,Corey Andrews,Male,C,54.82,Chemistry,Joseph King
1132,Christopher Burnett,Male,23,84.37,Physics,Julie Brennan
1133,Kelly Hester,Male,24,A,Biology,Brian Johnston
1134,Nicole West,Female,21,50.85,Computer Science,John Allen
1135,Hannah Rodriguez,Male,24,86.3,Biology,Jason Little
1136,Amanda Baker,Female,23,56.47,Engineering,
1137,Alicia Mitchell,Male,21,89.9,Engineering,Mr. Andre Norman DDS
1138,Preston Hall,Male,21,62.98,Computer Science,Theresa Griffin
1139,Karen Jones,Male,19,79.32,Biology,Heather Ramos
1140,Barbara Hatfield,Female,20,78.49,Mathematics,
1141,Gary Shannon,Male,18,58.84,Mathematics,Pamela Watkins
1142,Jessica Hogan,Female,24,71.95,Physics,Ronald Peterson
1143,Andrew Barnes,Female,18,90.95,Computer Science,Aaron Mills
1144,Caitlin Mitchell,Female,22,A,Computer Science,Stephanie Middleton
1145,Deborah Golden,Male,B,50.91,Biology,Ryan Camacho
1146,James Mahoney,Female,23,57.33,Computer Science,Gina Griffin
1147,Melissa Williams,Male,24,80.87,Chemistry,Donald Norman
1148,Melissa Greene,Male,20,50.13,Chemistry,Kathryn Weaver
1149,Travis Hopkins DDS,Female,18,87.9,Engineering,
1150,William Monroe,Male,20,79.15,Computer Science,Cody Singh
1151,Michael Mckinney,Female,23,83.64,Biology,Michael Nelson
1152,William Schmidt,Female,24,81.21,Engineering,Michael Miller
1153,Desiree Avery,Male,24,79.95,Physics,
1154,Raven Ruiz,Male,22,55.12,Computer Science,Paul Solis
1155,Crystal Kirk,Male,19,61.76,Engineering,Jacqueline Murphy
1156,Kelsey Perry,Male,23,73.2,Physics,Kayla Ford
1157,Emily Mata,Male,21,66.72,Biology,Stacey Dixon
1158,John Taylor,Female,22,89.15,Physics,Robert Allen
1159,Jeremy Odonnell,Female,23,83.76,Engineering,Lisa Bonilla
1160,Charlotte Long,Male,23,65.57,Computer Science,Guy Cox
1161,Jeffrey Marks,Female,24,97.55,Biology,William Sims
1162,Elizabeth Martin,Female,21,82.21,Engineering,Katherine Buck
1163,Christopher Pitts,Male,18,92.33,Chemistry,Julie Copeland
1164,Dr. Edward Miller DVM,Female,19,95.23,Computer Science,
1165,Michael Smith,Female,22,59.88,Mathematics,Diana Harrison
1166,Shannon Figueroa,Female,20,69.89,Physics,Ricky Ortiz
1167,Kelly Spencer,Female,19,53.05,Physics,Randy Miller
1168,Kevin Thompson,Female,22,57.39,Computer Science,Anthony Hood
1169,Ashley White,Female,19,79.37,Mathematics,William Grant
1170,Tony Taylor,Female,18,75.86,Computer Science,Jessica Singleton
1171,Michael Jenkins,Female,24,71.88,Physics,William Newman
1172,Douglas Romero,Female,20,85.85,Physics,Michael Norman MD
1173,Robert Moreno,Female,21,63.3,Computer Science,Aaron Davila
1174,Michele Fowler,Female,21,70.72,Chemistry,Jacob English
1175,Crystal Mendez,Female,23,96.91,Computer Science,Amber Peck
1176,Brian Phillips,Male,21,78.35,Biology,Dawn Hines
1177,Emma Garza,Male,23,84.07,Computer Science,Leah Bender
1178,Dr. Tami Taylor DDS,Male,22,87.27,Physics,Charles Barker
1179,Brian Martinez,Female,A,72.34,Chemistry,Tammy Rose
1180,Sharon Hernandez,Female,20,71.54,Computer Science,Danielle Phillips
1181,Derek Bell,Male,24,73.51,Physics,Abigail Smith
1182,Kimberly Wagner,Female,20,93.1,Computer Science,Debra Livingston
1183,Tommy Drake,Female,23,D,Biology,Ian Alvarez
1184,Robert Watson MD,Male,22,94.26,Chemistry,Gail Hayes
1185,Mr. Martin Shepard DDS,Female,20,52.05,Physics,Kari Schultz
1186,Timothy Lopez,Female,20,62.64,Chemistry,Dr. Ryan Greene Jr.
1187,Jason Bruce,Female,19,94.87,Computer Science,William Flowers
1188,Jasmine Cardenas,Female,19,96.64,Computer Science,Richard Sanchez
1189,Crystal Trujillo DVM,Female,23,60.38,Mathematics,Ann Johnson
1190,Joy Underwood,Male,19,C,Physics,Alan Griffin
1191,Jacqueline Cochran,Female,22,87.71,Engineering,Daniel Coleman
1192,Sara Sanders,Female,23,68.07,Biology,Ian Anderson
1193,Daniel Ortega,Female,22,60.28,Computer Science,Katrina Jennings
1194,Tammy Jackson,Female,22,61.36,Physics,
1195,Brittney Ellis,Female,20,65.21,Computer Science,Rhonda Steele
1196,Janice Roberts,Female,21,91.65,Physics,Jennifer Hughes
1197,Todd Dunn,Female,20,72.82,Engineering,Mary Robles
1198,Mary Price,Male,19,56.35,Chemistry,Wendy Mcknight
1199,Samuel Rodriguez,Female,24,68.58,Biology,Amanda Flores
1200,Becky Murphy,Male,21,66.16,Engineering,David Guerra
1201,Thomas Becker,Male,18,53.81,Biology,Raymond Lee
1202,Samantha Thompson,Male,21,91.16,Physics,Thomas Torres
1203,Betty Harrington,Male,19,86.57,Biology,Charlotte Atkins
1204,Patrick Norris,Male,19,71.78,Chemistry,Kenneth Evans
1205,Michelle Perez,Female,19,85.08,Mathematics,Tiffany Murphy DDS
1206,Diamond Murphy,Female,23,66.94,Biology,Ronald Stokes
1207,Sharon Williams,Male,24,C,Mathematics,Laura West
1208,Mr. Joseph Wilson,Female,19,75.04,Chemistry,Mary Jefferson
1209,Dawn Jackson,Male,18,55.56,Engineering,Sandra Day
1210,Zachary Fischer,Male,23,73.76,Computer Science,
1211,Sharon Peters,Male,24,68.01,Biology,Jennifer Briggs
1212,Megan Ruiz,Female,21,51.71,Biology,Bruce Lang
1213,Jennifer Hoover,Female,18,67.49,Biology,Stephen Singleton
1214,Linda Vega,Male,20,98.82,Biology,Brittany Moreno
1215,Samuel Thompson,Male,21,62.98,Mathematics,Amanda Brown
1216,Sandra Miller,Female,20,86.2,Chemistry,James Perkins
1217,Michael Lopez,Male,24,57.71,Mathematics,Anthony Cook
1218,Michael Curtis,Male,20,58.47,Physics,Amy Shaw
1219,James Love,Male,23,64.82,Physics,Kim Davis
1220,Crystal Ramsey,Male,20,50.73,Engineering,Veronica Thomas
1221,Gary Baker,Female,23,74.18,Engineering,Jordan Gregory
1222,Catherine Malone,Male,19,98.49,Biology,Katherine Duarte
1223,Jacqueline Palmer,Female,24,64.08,Physics,Jennifer Wagner
1224,Adam Thomas,Male,21,83.49,Mathematics,Karen Leach
1225,Zachary Rodriguez,Female,B,92.21,Chemistry,Samuel Jackson
1226,James Kelly,Male,24,96.97,Physics,Karen Bell
1227,Zachary Koch,Female,21,51.27,Physics,Frances Gonzalez
1228,Jennifer Lee,Male,24,92.26,Mathematics,Amy Flores
1229,Christopher Mccormick,Male,19,54.07,Physics,Jodi Dickerson
1230,Kellie Anderson,Male,21,65.67,Computer Science,Jamie Jackson
1231,Christina Oconnor,Female,23,87.13,Mathematics,
1232,Melinda Nelson,Male,19,68.41,Computer Science,Brianna Bates
1233,Ryan Stephens,Female,21,52.83,Mathematics,Larry Carter
1234,Donna Conrad,Male,21,87.16,Mathematics,Tracy Lynn
1235,Christine Williams,Female,23,77.84,Mathematics,Alicia Hill
1236,David Fisher,Female,20,73.26,Physics,Brandon Hays
1237,James Dennis,Female,18,70.68,Physics,Julia Williams
1238,Steve Williamson,Male,21,81.41,Chemistry,Heather Brown
1239,Angelica Olson,Female,22,B,Engineering,James Gilbert
1240,Vanessa King,Male,18,71.02,Computer Science,Christopher Orozco
1241,Gina Alvarez,Female,22,69.38,Chemistry,Taylor Cruz
1242,Amanda Baker,Male,23,68.06,Computer Science,Tyler Davis
1243,Tabitha Young,Female,21,59.96,Mathematics,Jeffrey Kelly
1244,Christopher Moore,Female,24,91.64,Biology,Connor Campbell
1245,Rachel Leblanc,Female,19,61.51,Chemistry,Brenda Hamilton
1246,Vanessa Dickerson,Female,23,77.72,Biology,Nancy Oliver
1247,Katherine Ford,Male,24,89.07,Biology,Audrey Campbell
1248,Alexandra Snyder,Female,21,51.29,Computer Science,Sherry Adams
1249,Doris Morris,Male,24,75.18,Computer Science,Rebecca Jones
1250,Kristen Young,Female,20,70.11,Physics,Catherine Holt
1251,Richard Rodriguez,Male,19,53.64,Mathematics,William Simon
1252,Seth Hill,Male,22,90.94,Engineering,
1253,Samuel Meza,Male,C,70.15,Computer Science,Jeffrey Anderson II
1254,Zachary Torres,Female,23,68.64,Engineering,Jackson Lee
1255,Amber Payne,Female,23,83.67,Engineering,
1256,Meghan Welch,Male,24,72.17,Engineering,Dominique Bowman
1257,Victor Snyder,Female,21,68.6,Engineering,Jane Graham
1258,Melinda Zuniga,Male,19,78.12,Biology,Manuel Figueroa
1259,Alexander Carter,Male,21,68.06,Biology,Mary Sawyer
1260,Tina Martin,Female,18,87.68,Biology,Gary Garrett
1261,Julie Rhodes,Female,22,87.91,Mathematics,Rachel Montoya
1262,Stephanie Moreno,Male,21,87.75,Chemistry,Michele Griffin
1263,Brandon Gonzales DDS,Male,C,89.52,Computer Science,Brian Johnson
1264,Jacob Roberts,Female,19,B,Physics,Rhonda Yates
1265,Terry Rogers,Female,20,91.0,Biology,Emily Bradley
1266,Elizabeth Santiago,Male,23,63.42,Mathematics,Samantha Collins
1267,Paula Lawson,Male,22,95.72,Mathematics,Nancy Cordova
1268,Scott Nielsen,Female,18,70.1,Computer Science,Melissa Hudson
1269,Julie Thompson,Female,23,76.51,Physics,Gregory Rogers
1270,Angela Moran,Female,18,58.31,Engineering,Eric Conley
1271,Joshua Chen,Male,19,B,Mathematics,Heather Hall
1272,Clinton Austin,Male,18,54.59,Chemistry,Daniel Perez
1273,James Bray,Male,20,50.11,Chemistry,Steven Bowers
1274,Claire Salinas,Female,21,88.53,Chemistry,Jose Graham
1275,Deborah Clark,Male,22,87.98,Mathematics,Debra Vaughn
1276,Joel Ward,Female,A,70.84,Mathematics,Bridget Hernandez
1277,Dana Keller,Female,21,80.43,Computer Science,Ms. Audrey Brock
1278,Bradley Smith,Female,A,57.5,Mathematics,Kristi Mayo
1279,William Gates DDS,Female,B,92.23,Mathematics,Stacy Kim
1280,John Welch,Male,20,81.05,Chemistry,Amanda Hall
1281,Kayla Glass,Male,18,67.62,Computer Science,Melinda Shaw
1282,Paige Baker,Male,23,92.81,Physics,Eric Ramos
1283,Travis Scott,Male,22,85.53,Physics,Rebecca Rice
1284,Billy Green,Female,20,70.91,Mathematics,Shane Perez
1285,Kelsey Sexton,Female,23,68.16,Chemistry,Evan Graves
1286,Amanda Hall,Male,24,60.08,Computer Science,Crystal Roach
1287,Bruce Berry,Male,19,58.74,Physics,Karen Allen
1288,Jesse Olsen,Male,22,72.57,Chemistry,Robert Rose
1289,Christine Richardson,Male,21,68.5,Mathematics,Justin Middleton
1290,Michael Eaton,Male,19,53.07,Mathematics,Sean Obrien
1291,Kimberly Robles,Female,21,65.51,Biology,Hunter Salas
1292,Robert Wade,Female,20,56.69,Mathematics,Lisa Cobb
1293,Kevin Cummings,Female,23,90.1,Chemistry,Dennis Hall
